country,year,sex,age_group,suicides_no,population,suicides_ratio
Ecuador,2008,female,5-14 years,22.0,1474229.0,0.015000000000000001
Ecuador,2008,female,55-74 years,24.0,703291.0,0.034
Ecuador,2008,female,75+ years,1.0,186655.0,0.005
Ecuador,2008,male,15-24 years,209.0,1401816.0,0.149
Ecuador,2008,male,25-34 years,170.0,1142009.0,0.149
Ecuador,2008,male,35-54 years,158.0,1563128.0,0.101
Ecuador,2008,male,5-14 years,24.0,1530626.0,0.016
Ecuador,2008,male,55-74 years,81.0,654092.0,0.124
Ecuador,2008,male,75+ years,31.0,150423.0,0.206
Ecuador,2009,female,15-24 years,100.0,1380435.0,0.07200000000000001
Ecuador,2009,female,25-34 years,48.0,1155088.0,0.041999999999999996
Ecuador,2009,female,35-54 years,48.0,1636049.0,0.029
Ecuador,2009,female,5-14 years,20.0,1476543.0,0.014
Ecuador,2009,female,55-74 years,20.0,734615.0,0.027
Ecuador,2009,female,75+ years,9.0,193481.0,0.047
Ecuador,2009,male,15-24 years,214.0,1419517.0,0.15100000000000002
Ecuador,2009,male,25-34 years,179.0,1161180.0,0.154
Ecuador,2009,male,35-54 years,180.0,1600987.0,0.112
Ecuador,2009,male,5-14 years,23.0,1533769.0,0.015000000000000001
Ecuador,2009,male,55-74 years,103.0,683190.0,0.15100000000000002
Ecuador,2009,male,75+ years,20.0,155307.0,0.129
Ecuador,2010,female,15-24 years,113.0,1395797.0,0.081
Ecuador,2010,female,25-34 years,60.0,1175139.0,0.051
Ecuador,2010,female,35-54 years,39.0,1675740.0,0.023
Ecuador,2010,female,5-14 years,18.0,1478558.0,0.012
Ecuador,2010,female,55-74 years,18.0,766861.0,0.023
Ecuador,2010,female,75+ years,6.0,200768.0,0.030000000000000002
Ecuador,2010,male,15-24 years,214.0,1436267.0,0.149
Ecuador,2010,male,25-34 years,171.0,1181648.0,0.145
Ecuador,2010,male,35-54 years,165.0,1639225.0,0.101
Ecuador,2010,male,5-14 years,26.0,1536680.0,0.017
Ecuador,2010,male,55-74 years,68.0,713198.0,0.095
Ecuador,2010,male,75+ years,14.0,160404.0,0.087
Ecuador,2011,female,15-24 years,120.0,1408696.0,0.085
Ecuador,2011,female,25-34 years,51.0,1195816.0,0.043000000000000003
Ecuador,2011,female,35-54 years,45.0,1715068.0,0.026
Ecuador,2011,female,5-14 years,32.0,1480934.0,0.022
Ecuador,2011,female,55-74 years,12.0,797572.0,0.015000000000000001
Ecuador,2011,female,75+ years,4.0,208097.0,0.019
Ecuador,2011,male,15-24 years,200.0,1449571.0,0.13799999999999998
Ecuador,2011,male,25-34 years,161.0,1202963.0,0.134
Ecuador,2011,male,35-54 years,160.0,1677115.0,0.095
Ecuador,2011,male,5-14 years,32.0,1539867.0,0.020999999999999998
Ecuador,2011,male,55-74 years,83.0,741610.0,0.112
Ecuador,2011,male,75+ years,18.0,166244.0,0.108
Ecuador,2012,female,15-24 years,118.0,1420727.0,0.083
Ecuador,2012,female,25-34 years,55.0,1217762.0,0.045000000000000005
Ecuador,2012,female,35-54 years,48.0,1755189.0,0.027
Ecuador,2012,female,5-14 years,27.0,1484824.0,0.018000000000000002
Ecuador,2012,female,55-74 years,13.0,829724.0,0.016
Ecuador,2012,female,75+ years,4.0,215613.0,0.019
Ecuador,2012,male,15-24 years,240.0,1462193.0,0.164
Ecuador,2012,male,25-34 years,164.0,1225594.0,0.134
Ecuador,2012,male,35-54 years,162.0,1715827.0,0.094
Ecuador,2012,male,5-14 years,39.0,1544899.0,0.025
Ecuador,2012,male,55-74 years,87.0,771426.0,0.11299999999999999
Ecuador,2012,male,75+ years,19.0,172083.0,0.11
Ecuador,2013,female,15-24 years,89.0,1431562.0,0.062
Ecuador,2013,female,25-34 years,30.0,1240273.0,0.024
Ecuador,2013,female,35-54 years,32.0,1795728.0,0.018000000000000002
Ecuador,2013,female,5-14 years,20.0,1490382.0,0.013
Ecuador,2013,female,55-74 years,12.0,863112.0,0.014
Ecuador,2013,female,75+ years,3.0,223521.0,0.013
Ecuador,2013,male,15-24 years,156.0,1473845.0,0.106
Ecuador,2013,male,25-34 years,111.0,1248815.0,0.089
Ecuador,2013,male,35-54 years,106.0,1755019.0,0.060000000000000005
Ecuador,2013,male,5-14 years,29.0,1551821.0,0.019
Ecuador,2013,male,55-74 years,65.0,802441.0,0.081
Ecuador,2013,male,75+ years,23.0,178094.0,0.129
Ecuador,2014,female,15-24 years,77.0,1440731.0,0.053
Ecuador,2014,female,25-34 years,33.0,1262288.0,0.026
Ecuador,2014,female,35-54 years,22.0,1836144.0,0.012
Ecuador,2014,female,5-14 years,18.0,1497410.0,0.012
Ecuador,2014,female,55-74 years,16.0,897482.0,0.018000000000000002
Ecuador,2014,female,75+ years,1.0,232065.0,0.004
Ecuador,2014,male,15-24 years,164.0,1484064.0,0.111
Ecuador,2014,male,25-34 years,123.0,1271545.0,0.097
Ecuador,2014,male,35-54 years,153.0,1794205.0,0.085
Ecuador,2014,male,5-14 years,28.0,1560323.0,0.018000000000000002
Ecuador,2014,male,55-74 years,74.0,834436.0,0.089
Ecuador,2014,male,75+ years,25.0,184452.0,0.136
Ecuador,2015,female,15-24 years,110.0,1448112.0,0.076
Ecuador,2015,female,25-34 years,56.0,1283175.0,0.044
Ecuador,2015,female,35-54 years,46.0,1876229.0,0.025
Ecuador,2015,female,5-14 years,27.0,1505127.0,0.018000000000000002
Ecuador,2015,female,55-74 years,22.0,932718.0,0.024
Ecuador,2015,female,75+ years,5.0,241437.0,0.020999999999999998
Ecuador,2015,male,15-24 years,234.0,1492713.0,0.157
Ecuador,2015,male,25-34 years,185.0,1293193.0,0.14300000000000002
Ecuador,2015,male,35-54 years,205.0,1833181.0,0.112
Ecuador,2015,male,5-14 years,35.0,1569519.0,0.022
Ecuador,2015,male,55-74 years,108.0,867314.0,0.125
Ecuador,2015,male,75+ years,40.0,191306.0,0.20900000000000002
El Salvador,2006,female,15-24 years,61.0,583805.0,0.104
El Salvador,2006,female,25-34 years,24.0,478826.0,0.05
El Salvador,2006,female,35-54 years,23.0,674459.0,0.034
El Salvador,2006,female,5-14 years,4.0,706040.0,0.006
El Salvador,2006,female,55-74 years,5.0,339861.0,0.015000000000000001
El Salvador,2006,female,75+ years,1.0,80379.0,0.012
El Salvador,2006,male,15-24 years,89.0,554177.0,0.161
El Salvador,2006,male,25-34 years,80.0,401266.0,0.199
El Salvador,2006,male,35-54 years,78.0,537725.0,0.145
El Salvador,2006,male,5-14 years,5.0,731674.0,0.007
El Salvador,2006,male,55-74 years,32.0,280005.0,0.114
El Salvador,2006,male,75+ years,9.0,60827.0,0.148
El Salvador,2007,female,15-24 years,57.0,592288.0,0.096
El Salvador,2007,female,25-34 years,22.0,481271.0,0.046
El Salvador,2007,female,35-54 years,14.0,684881.0,0.02
El Salvador,2007,female,5-14 years,9.0,698018.0,0.013
El Salvador,2007,female,55-74 years,8.0,347632.0,0.023
El Salvador,2007,female,75+ years,2.0,84282.0,0.024
El Salvador,2007,male,15-24 years,93.0,563128.0,0.165
El Salvador,2007,male,25-34 years,114.0,401997.0,0.28400000000000003
El Salvador,2007,male,35-54 years,111.0,543505.0,0.204
El Salvador,2007,male,5-14 years,5.0,723366.0,0.007
El Salvador,2007,male,55-74 years,53.0,283342.0,0.187
El Salvador,2007,male,75+ years,13.0,64151.0,0.203
El Salvador,2008,female,15-24 years,53.0,601543.0,0.088
El Salvador,2008,female,25-34 years,26.0,482895.0,0.054
El Salvador,2008,female,35-54 years,29.0,694764.0,0.041999999999999996
El Salvador,2008,female,5-14 years,5.0,686491.0,0.007
El Salvador,2008,female,55-74 years,2.0,355666.0,0.006
El Salvador,2008,female,75+ years,1.0,88207.0,0.011
El Salvador,2008,male,15-24 years,106.0,573262.0,0.185
El Salvador,2008,male,25-34 years,103.0,401584.0,0.256
El Salvador,2008,male,35-54 years,103.0,548836.0,0.188
El Salvador,2008,male,5-14 years,5.0,711888.0,0.007
El Salvador,2008,male,55-74 years,38.0,286738.0,0.133
El Salvador,2008,male,75+ years,19.0,67413.0,0.28200000000000003
El Salvador,2009,female,15-24 years,55.0,611290.0,0.09000000000000001
El Salvador,2009,female,25-34 years,27.0,484388.0,0.056
El Salvador,2009,female,35-54 years,16.0,704865.0,0.023
El Salvador,2009,female,5-14 years,6.0,672905.0,0.009000000000000001
El Salvador,2009,female,55-74 years,7.0,364066.0,0.019
El Salvador,2009,female,75+ years,2.0,92201.0,0.022
El Salvador,2009,male,15-24 years,95.0,584388.0,0.163
El Salvador,2009,male,25-34 years,120.0,400776.0,0.299
El Salvador,2009,male,35-54 years,113.0,554321.0,0.204
El Salvador,2009,male,5-14 years,3.0,698731.0,0.004
El Salvador,2009,male,55-74 years,49.0,290324.0,0.16899999999999998
El Salvador,2009,male,75+ years,13.0,70655.0,0.184
El Salvador,2010,female,15-24 years,44.0,621228.0,0.07100000000000001
El Salvador,2010,female,25-34 years,19.0,486153.0,0.039
El Salvador,2010,female,35-54 years,20.0,715456.0,0.028
El Salvador,2010,female,5-14 years,7.0,658707.0,0.011
El Salvador,2010,female,55-74 years,3.0,372845.0,0.008
El Salvador,2010,female,75+ years,2.0,96291.0,0.020999999999999998
El Salvador,2010,male,15-24 years,81.0,596366.0,0.136
El Salvador,2010,male,25-34 years,93.0,400088.0,0.232
El Salvador,2010,male,35-54 years,73.0,560083.0,0.12999999999999998
El Salvador,2010,male,5-14 years,1.0,685233.0,0.001
El Salvador,2010,male,55-74 years,45.0,294119.0,0.153
El Salvador,2010,male,75+ years,11.0,73884.0,0.149
El Salvador,2011,female,15-24 years,52.0,630434.0,0.082
El Salvador,2011,female,25-34 years,26.0,488848.0,0.053
El Salvador,2011,female,35-54 years,22.0,725601.0,0.030000000000000002
El Salvador,2011,female,5-14 years,12.0,642054.0,0.019
El Salvador,2011,female,55-74 years,3.0,380644.0,0.008
El Salvador,2011,female,75+ years,3.0,100865.0,0.030000000000000002
El Salvador,2011,male,15-24 years,116.0,607120.0,0.191
El Salvador,2011,male,25-34 years,100.0,402814.0,0.248
El Salvador,2011,male,35-54 years,85.0,565884.0,0.15
El Salvador,2011,male,5-14 years,12.0,666916.0,0.018000000000000002
El Salvador,2011,male,55-74 years,39.0,297029.0,0.131
El Salvador,2011,male,75+ years,15.0,77576.0,0.193
El Salvador,2012,female,15-24 years,56.0,639803.0,0.088
El Salvador,2012,female,25-34 years,26.0,492068.0,0.053
El Salvador,2012,female,35-54 years,19.0,736698.0,0.026
El Salvador,2012,female,5-14 years,9.0,626538.0,0.014
El Salvador,2012,female,55-74 years,4.0,389103.0,0.01
El Salvador,2012,female,75+ years,2.0,105481.0,0.019
El Salvador,2012,male,15-24 years,100.0,618195.0,0.162
El Salvador,2012,male,25-34 years,109.0,406026.0,0.268
El Salvador,2012,male,35-54 years,98.0,572655.0,0.171
El Salvador,2012,male,5-14 years,11.0,650570.0,0.017
El Salvador,2012,male,55-74 years,62.0,300461.0,0.206
El Salvador,2012,male,75+ years,16.0,81225.0,0.19699999999999998
El Salvador,2013,female,15-24 years,43.0,648028.0,0.066
El Salvador,2013,female,25-34 years,22.0,496109.0,0.044
El Salvador,2013,female,35-54 years,19.0,748153.0,0.025
El Salvador,2013,female,5-14 years,7.0,612761.0,0.011
El Salvador,2013,female,55-74 years,7.0,398116.0,0.018000000000000002
El Salvador,2013,female,75+ years,0.0,110144.0,0.0
El Salvador,2013,male,15-24 years,79.0,628312.0,0.126
El Salvador,2013,male,25-34 years,95.0,409974.0,0.232
El Salvador,2013,male,35-54 years,129.0,579811.0,0.222
El Salvador,2013,male,5-14 years,6.0,636699.0,0.009000000000000001
El Salvador,2013,male,55-74 years,59.0,304397.0,0.194
El Salvador,2013,male,75+ years,18.0,84746.0,0.212
El Salvador,2014,female,15-24 years,33.0,653215.0,0.051
El Salvador,2014,female,25-34 years,24.0,501438.0,0.048
El Salvador,2014,female,35-54 years,27.0,758979.0,0.036000000000000004
El Salvador,2014,female,5-14 years,4.0,601023.0,0.007
El Salvador,2014,female,55-74 years,11.0,407576.0,0.027
El Salvador,2014,female,75+ years,9.0,114804.0,0.078
El Salvador,2014,male,15-24 years,51.0,635499.0,0.08
El Salvador,2014,male,25-34 years,77.0,415163.0,0.185
El Salvador,2014,male,35-54 years,85.0,586412.0,0.145
El Salvador,2014,male,5-14 years,2.0,625429.0,0.003
El Salvador,2014,male,55-74 years,44.0,308802.0,0.14200000000000002
El Salvador,2014,male,75+ years,19.0,87989.0,0.216
Estonia,2006,female,15-24 years,5.0,96385.0,0.052
Estonia,2006,female,25-34 years,4.0,92765.0,0.043000000000000003
Estonia,2006,female,35-54 years,12.0,194260.0,0.062
Estonia,2006,female,5-14 years,0.0,64825.0,0.0
Estonia,2006,female,55-74 years,17.0,170020.0,0.1
Estonia,2006,female,75+ years,18.0,69410.0,0.259
Estonia,2006,male,15-24 years,26.0,102295.0,0.254
Estonia,2006,male,25-34 years,21.0,96850.0,0.217
Estonia,2006,male,35-54 years,73.0,180705.0,0.404
Estonia,2006,male,5-14 years,1.0,68740.0,0.015000000000000001
Estonia,2006,male,55-74 years,56.0,116790.0,0.479
Estonia,2006,male,75+ years,14.0,25870.0,0.541
Estonia,2007,female,15-24 years,3.0,94785.0,0.032
Estonia,2007,female,25-34 years,2.0,91870.0,0.022
Estonia,2007,female,35-54 years,11.0,192585.0,0.057
Estonia,2007,female,5-14 years,0.0,62580.0,0.0
Estonia,2007,female,55-74 years,17.0,170045.0,0.1
Estonia,2007,female,75+ years,13.0,71525.0,0.182
Estonia,2007,male,15-24 years,21.0,100450.0,0.20900000000000002
Estonia,2007,male,25-34 years,39.0,96140.0,0.406
Estonia,2007,male,35-54 years,66.0,180160.0,0.366
Estonia,2007,male,5-14 years,0.0,66290.0,0.0
Estonia,2007,male,55-74 years,58.0,117125.0,0.495
Estonia,2007,male,75+ years,21.0,26860.0,0.782
Estonia,2008,female,15-24 years,5.0,92410.0,0.054
Estonia,2008,female,25-34 years,4.0,91600.0,0.044
Estonia,2008,female,35-54 years,16.0,191130.0,0.08399999999999999
Estonia,2008,female,5-14 years,1.0,61285.0,0.016
Estonia,2008,female,55-74 years,15.0,170375.0,0.088
Estonia,2008,female,75+ years,12.0,73185.0,0.164
Estonia,2008,male,15-24 years,29.0,98030.0,0.296
Estonia,2008,male,25-34 years,23.0,95990.0,0.24000000000000002
Estonia,2008,male,35-54 years,71.0,179930.0,0.395
Estonia,2008,male,5-14 years,1.0,64680.0,0.015000000000000001
Estonia,2008,male,55-74 years,47.0,117750.0,0.399
Estonia,2008,male,75+ years,18.0,27640.0,0.651
Estonia,2009,female,15-24 years,2.0,89195.0,0.022
Estonia,2009,female,25-34 years,3.0,91560.0,0.033
Estonia,2009,female,35-54 years,14.0,189570.0,0.074
Estonia,2009,female,5-14 years,0.0,60910.0,0.0
Estonia,2009,female,55-74 years,14.0,171340.0,0.082
Estonia,2009,female,75+ years,16.0,74300.0,0.215
Estonia,2009,male,15-24 years,23.0,94705.0,0.243
Estonia,2009,male,25-34 years,30.0,96260.0,0.312
Estonia,2009,male,35-54 years,88.0,179820.0,0.48899999999999993
Estonia,2009,male,5-14 years,0.0,64240.0,0.0
Estonia,2009,male,55-74 years,66.0,118960.0,0.555
Estonia,2009,male,75+ years,13.0,28150.0,0.462
Estonia,2010,female,15-24 years,2.0,85755.0,0.023
Estonia,2010,female,25-34 years,5.0,91330.0,0.055
Estonia,2010,female,35-54 years,9.0,187560.0,0.048
Estonia,2010,female,5-14 years,0.0,61030.0,0.0
Estonia,2010,female,55-74 years,14.0,172395.0,0.081
Estonia,2010,female,75+ years,12.0,75665.0,0.159
Estonia,2010,male,15-24 years,20.0,91065.0,0.22
Estonia,2010,male,25-34 years,28.0,96230.0,0.29100000000000004
Estonia,2010,male,35-54 years,61.0,179395.0,0.34
Estonia,2010,male,5-14 years,0.0,64580.0,0.0
Estonia,2010,male,55-74 years,54.0,120465.0,0.448
Estonia,2010,male,75+ years,18.0,28755.0,0.626
Estonia,2011,female,15-24 years,3.0,82075.0,0.037
Estonia,2011,female,25-34 years,1.0,90940.0,0.011
Estonia,2011,female,35-54 years,15.0,185535.0,0.081
Estonia,2011,female,5-14 years,0.0,61510.0,0.0
Estonia,2011,female,55-74 years,9.0,172988.0,0.052
Estonia,2011,female,75+ years,12.0,77543.0,0.155
Estonia,2011,male,15-24 years,19.0,87167.0,0.21800000000000003
Estonia,2011,male,25-34 years,23.0,95987.0,0.24000000000000002
Estonia,2011,male,35-54 years,58.0,178933.0,0.324
Estonia,2011,male,5-14 years,0.0,65329.0,0.0
Estonia,2011,male,55-74 years,57.0,121737.0,0.46799999999999997
Estonia,2011,male,75+ years,21.0,29683.0,0.707
Estonia,2012,female,15-24 years,2.0,78364.0,0.026
Estonia,2012,female,25-34 years,3.0,91727.0,0.033
Estonia,2012,female,35-54 years,7.0,184354.0,0.038
Estonia,2012,female,5-14 years,0.0,63330.0,0.0
Estonia,2012,female,55-74 years,17.0,172977.0,0.098
Estonia,2012,female,75+ years,18.0,80117.0,0.225
Estonia,2012,male,15-24 years,14.0,83194.0,0.16799999999999998
Estonia,2012,male,25-34 years,30.0,96938.0,0.309
Estonia,2012,male,35-54 years,65.0,179456.0,0.36200000000000004
Estonia,2012,male,5-14 years,2.0,67323.0,0.030000000000000002
Estonia,2012,male,55-74 years,59.0,122960.0,0.48000000000000004
Estonia,2012,male,75+ years,20.0,30891.0,0.647
Estonia,2013,female,15-24 years,2.0,73430.0,0.027
Estonia,2013,female,25-34 years,2.0,91438.0,0.022
Estonia,2013,female,35-54 years,13.0,181855.0,0.07100000000000001
Estonia,2013,female,5-14 years,0.0,64312.0,0.0
Estonia,2013,female,55-74 years,12.0,172334.0,0.06999999999999999
Estonia,2013,female,75+ years,18.0,82614.0,0.21800000000000003
Estonia,2013,male,15-24 years,15.0,78163.0,0.192
Estonia,2013,male,25-34 years,22.0,96869.0,0.22699999999999998
Estonia,2013,male,35-54 years,52.0,178072.0,0.292
Estonia,2013,male,5-14 years,1.0,68210.0,0.015000000000000001
Estonia,2013,male,55-74 years,58.0,123698.0,0.46900000000000003
Estonia,2013,male,75+ years,23.0,32101.0,0.716
Estonia,2014,female,15-24 years,1.0,69127.0,0.014
Estonia,2014,female,25-34 years,8.0,92159.0,0.087
Estonia,2014,female,35-54 years,16.0,180093.0,0.089
Estonia,2014,female,5-14 years,0.0,66119.0,0.0
Estonia,2014,female,55-74 years,10.0,172116.0,0.058
Estonia,2014,female,75+ years,13.0,84886.0,0.153
Estonia,2014,male,15-24 years,19.0,73521.0,0.258
Estonia,2014,male,25-34 years,39.0,97957.0,0.398
Estonia,2014,male,35-54 years,57.0,177676.0,0.321
Estonia,2014,male,5-14 years,2.0,69999.0,0.029
Estonia,2014,male,55-74 years,50.0,124940.0,0.4
Estonia,2014,male,75+ years,26.0,33259.0,0.782
Estonia,2015,female,15-24 years,1.0,66216.0,0.015000000000000001
Estonia,2015,female,25-34 years,2.0,92783.0,0.022
Estonia,2015,female,35-54 years,11.0,178380.0,0.062
Estonia,2015,female,5-14 years,1.0,67802.0,0.015000000000000001
Estonia,2015,female,55-74 years,12.0,172429.0,0.06999999999999999
Estonia,2015,female,75+ years,9.0,86804.0,0.104
Estonia,2015,male,15-24 years,21.0,70165.0,0.299
Estonia,2015,male,25-34 years,25.0,99448.0,0.251
Estonia,2015,male,35-54 years,48.0,177053.0,0.27099999999999996
Estonia,2015,male,5-14 years,1.0,71561.0,0.014
Estonia,2015,male,55-74 years,44.0,126556.0,0.348
Estonia,2015,male,75+ years,20.0,34253.0,0.584
Fiji,2006,female,15-24 years,5.0,75457.0,0.066
Fiji,2006,female,25-34 years,0.0,62701.0,0.0
Fiji,2006,female,35-54 years,1.0,100106.0,0.01
Fiji,2006,female,5-14 years,2.0,78008.0,0.026
Fiji,2006,female,55-74 years,1.0,40531.0,0.025
Fiji,2006,female,75+ years,0.0,5052.0,0.0
Fiji,2006,male,15-24 years,4.0,79914.0,0.05
Fiji,2006,male,25-34 years,4.0,65615.0,0.061
Fiji,2006,male,35-54 years,6.0,103418.0,0.058
Fiji,2006,male,5-14 years,1.0,83550.0,0.012
Fiji,2006,male,55-74 years,0.0,39336.0,0.0
Fiji,2006,male,75+ years,0.0,4071.0,0.0
Fiji,2007,female,15-24 years,1.0,75514.0,0.013
Fiji,2007,female,25-34 years,2.0,64428.0,0.031
Fiji,2007,female,35-54 years,0.0,100300.0,0.0
Fiji,2007,female,5-14 years,0.0,77970.0,0.0
Fiji,2007,female,55-74 years,0.0,41745.0,0.0
Fiji,2007,female,75+ years,0.0,5299.0,0.0
Fiji,2007,male,15-24 years,3.0,80074.0,0.037
Fiji,2007,male,25-34 years,2.0,67634.0,0.030000000000000002
Fiji,2007,male,35-54 years,2.0,103785.0,0.019
Fiji,2007,male,5-14 years,0.0,83503.0,0.0
Fiji,2007,male,55-74 years,3.0,40558.0,0.074
Fiji,2007,male,75+ years,0.0,4245.0,0.0
Fiji,2008,female,15-24 years,3.0,75830.0,0.04
Fiji,2008,female,25-34 years,2.0,66331.0,0.030000000000000002
Fiji,2008,female,35-54 years,5.0,100705.0,0.05
Fiji,2008,female,5-14 years,1.0,77855.0,0.013
Fiji,2008,female,55-74 years,1.0,43110.0,0.023
Fiji,2008,female,75+ years,0.0,5555.0,0.0
Fiji,2008,male,15-24 years,3.0,80437.0,0.037
Fiji,2008,male,25-34 years,9.0,69781.0,0.129
Fiji,2008,male,35-54 years,11.0,104375.0,0.10500000000000001
Fiji,2008,male,5-14 years,0.0,83368.0,0.0
Fiji,2008,male,55-74 years,2.0,41913.0,0.048
Fiji,2008,male,75+ years,0.0,4398.0,0.0
Fiji,2009,female,15-24 years,2.0,76305.0,0.026
Fiji,2009,female,25-34 years,3.0,68110.0,0.044
Fiji,2009,female,35-54 years,0.0,101209.0,0.0
Fiji,2009,female,5-14 years,0.0,77600.0,0.0
Fiji,2009,female,55-74 years,1.0,44642.0,0.022
Fiji,2009,female,75+ years,1.0,5809.0,0.17200000000000001
Fiji,2009,male,15-24 years,3.0,80908.0,0.037
Fiji,2009,male,25-34 years,5.0,71729.0,0.06999999999999999
Fiji,2009,male,35-54 years,8.0,105083.0,0.076
Fiji,2009,male,5-14 years,0.0,83083.0,0.0
Fiji,2009,male,55-74 years,3.0,43403.0,0.06899999999999999
Fiji,2009,male,75+ years,0.0,4522.0,0.0
Fiji,2011,female,15-24 years,3.0,76080.0,0.039
Fiji,2011,female,25-34 years,1.0,70077.0,0.014
Fiji,2011,female,35-54 years,2.0,102547.0,0.02
Fiji,2011,female,5-14 years,0.0,77394.0,0.0
Fiji,2011,female,55-74 years,2.0,48171.0,0.041999999999999996
Fiji,2011,female,75+ years,0.0,6455.0,0.0
Fiji,2011,male,15-24 years,4.0,80648.0,0.05
Fiji,2011,male,25-34 years,10.0,73871.0,0.135
Fiji,2011,male,35-54 years,10.0,106561.0,0.094
Fiji,2011,male,5-14 years,0.0,82994.0,0.0
Fiji,2011,male,55-74 years,3.0,46624.0,0.064
Fiji,2011,male,75+ years,3.0,4903.0,0.612
Fiji,2012,female,15-24 years,4.0,75501.0,0.053
Fiji,2012,female,25-34 years,2.0,70215.0,0.028
Fiji,2012,female,35-54 years,1.0,103358.0,0.01
Fiji,2012,female,5-14 years,0.0,78081.0,0.0
Fiji,2012,female,55-74 years,2.0,50218.0,0.04
Fiji,2012,female,75+ years,1.0,6862.0,0.146
Fiji,2012,male,15-24 years,7.0,80061.0,0.087
Fiji,2012,male,25-34 years,5.0,74059.0,0.068
Fiji,2012,male,35-54 years,6.0,107270.0,0.056
Fiji,2012,male,5-14 years,0.0,83764.0,0.0
Fiji,2012,male,55-74 years,2.0,48382.0,0.041
Fiji,2012,male,75+ years,2.0,5168.0,0.38699999999999996
Finland,2006,female,15-24 years,19.0,320699.0,0.059
Finland,2006,female,25-34 years,33.0,313759.0,0.10500000000000001
Finland,2006,female,35-54 years,104.0,736648.0,0.14100000000000001
Finland,2006,female,5-14 years,1.0,302489.0,0.003
Finland,2006,female,55-74 years,78.0,611527.0,0.128
Finland,2006,female,75+ years,24.0,262936.0,0.091
Finland,2006,male,15-24 years,108.0,335416.0,0.322
Finland,2006,male,25-34 years,113.0,329601.0,0.34299999999999997
Finland,2006,male,35-54 years,310.0,752178.0,0.412
Finland,2006,male,5-14 years,3.0,315017.0,0.01
Finland,2006,male,55-74 years,225.0,564074.0,0.399
Finland,2006,male,75+ years,44.0,135396.0,0.325
Finland,2007,female,15-24 years,31.0,321868.0,0.096
Finland,2007,female,25-34 years,24.0,317967.0,0.075
Finland,2007,female,35-54 years,89.0,727224.0,0.122
Finland,2007,female,5-14 years,0.0,297727.0,0.0
Finland,2007,female,55-74 years,83.0,624243.0,0.133
Finland,2007,female,75+ years,17.0,267590.0,0.064
Finland,2007,male,15-24 years,89.0,336401.0,0.265
Finland,2007,male,25-34 years,101.0,334628.0,0.30200000000000005
Finland,2007,male,35-54 years,297.0,742406.0,0.4
Finland,2007,male,5-14 years,3.0,310283.0,0.01
Finland,2007,male,55-74 years,203.0,577963.0,0.35100000000000003
Finland,2007,male,75+ years,58.0,140553.0,0.41300000000000003
Finland,2008,female,15-24 years,26.0,322278.0,0.081
Finland,2008,female,25-34 years,32.0,324511.0,0.09899999999999999
Finland,2008,female,35-54 years,91.0,716879.0,0.127
Finland,2008,female,5-14 years,2.0,293500.0,0.007
Finland,2008,female,55-74 years,68.0,637681.0,0.107
Finland,2008,female,75+ years,13.0,270887.0,0.048
Finland,2008,male,15-24 years,81.0,336624.0,0.241
Finland,2008,male,25-34 years,116.0,342053.0,0.339
Finland,2008,male,35-54 years,331.0,732583.0,0.45199999999999996
Finland,2008,male,5-14 years,2.0,306062.0,0.007
Finland,2008,male,55-74 years,225.0,592016.0,0.38
Finland,2008,male,75+ years,46.0,145022.0,0.317
Finland,2009,female,15-24 years,28.0,322353.0,0.087
Finland,2009,female,25-34 years,40.0,330127.0,0.121
Finland,2009,female,35-54 years,100.0,708103.0,0.14100000000000001
Finland,2009,female,5-14 years,1.0,290188.0,0.003
Finland,2009,female,55-74 years,84.0,650862.0,0.129
Finland,2009,female,75+ years,20.0,273822.0,0.073
Finland,2009,male,15-24 years,89.0,336510.0,0.264
Finland,2009,male,25-34 years,121.0,348421.0,0.347
Finland,2009,male,35-54 years,293.0,724700.0,0.404
Finland,2009,male,5-14 years,0.0,302997.0,0.0
Finland,2009,male,55-74 years,201.0,604904.0,0.332
Finland,2009,male,75+ years,57.0,149329.0,0.382
Finland,2010,female,15-24 years,30.0,322681.0,0.093
Finland,2010,female,25-34 years,37.0,332711.0,0.111
Finland,2010,female,35-54 years,77.0,701523.0,0.11
Finland,2010,female,5-14 years,0.0,287620.0,0.0
Finland,2010,female,55-74 years,69.0,663064.0,0.104
Finland,2010,female,75+ years,23.0,277369.0,0.083
Finland,2010,male,15-24 years,105.0,336807.0,0.312
Finland,2010,male,25-34 years,119.0,351262.0,0.339
Finland,2010,male,35-54 years,241.0,719196.0,0.335
Finland,2010,male,5-14 years,1.0,300513.0,0.003
Finland,2010,male,55-74 years,200.0,616801.0,0.324
Finland,2010,male,75+ years,52.0,153947.0,0.33799999999999997
Finland,2011,female,15-24 years,27.0,322992.0,0.08399999999999999
Finland,2011,female,25-34 years,26.0,333422.0,0.078
Finland,2011,female,35-54 years,67.0,696397.0,0.096
Finland,2011,female,5-14 years,0.0,286685.0,0.0
Finland,2011,female,55-74 years,73.0,674645.0,0.108
Finland,2011,female,75+ years,9.0,280924.0,0.032
Finland,2011,male,15-24 years,89.0,337265.0,0.264
Finland,2011,male,25-34 years,105.0,352092.0,0.298
Finland,2011,male,35-54 years,259.0,715014.0,0.36200000000000004
Finland,2011,male,5-14 years,2.0,299347.0,0.007
