country,year,sex,age_group,suicides_no,population,suicides_ratio
Latvia,2013,female,55-74 years,23.0,276381.0,0.083
Latvia,2013,female,75+ years,11.0,128209.0,0.08600000000000001
Latvia,2013,male,15-24 years,17.0,120698.0,0.14100000000000001
Latvia,2013,male,25-34 years,53.0,143497.0,0.36900000000000005
Latvia,2013,male,35-54 years,128.0,270844.0,0.47300000000000003
Latvia,2013,male,5-14 years,1.0,98867.0,0.01
Latvia,2013,male,55-74 years,92.0,188374.0,0.488
Latvia,2013,male,75+ years,31.0,48030.0,0.6449999999999999
Latvia,2014,female,15-24 years,6.0,106420.0,0.056
Latvia,2014,female,25-34 years,10.0,137117.0,0.073
Latvia,2014,female,35-54 years,16.0,285454.0,0.056
Latvia,2014,female,5-14 years,0.0,95858.0,0.0
Latvia,2014,female,55-74 years,20.0,275103.0,0.073
Latvia,2014,female,75+ years,19.0,131335.0,0.145
Latvia,2014,male,15-24 years,31.0,112758.0,0.275
Latvia,2014,male,25-34 years,45.0,143777.0,0.313
Latvia,2014,male,35-54 years,113.0,266548.0,0.424
Latvia,2014,male,5-14 years,0.0,100453.0,0.0
Latvia,2014,male,55-74 years,93.0,189439.0,0.491
Latvia,2014,male,75+ years,29.0,49779.0,0.583
Latvia,2015,female,15-24 years,3.0,100065.0,0.030000000000000002
Latvia,2015,female,25-34 years,2.0,136399.0,0.015000000000000001
Latvia,2015,female,35-54 years,24.0,279553.0,0.08600000000000001
Latvia,2015,female,5-14 years,0.0,96070.0,0.0
Latvia,2015,female,55-74 years,30.0,274200.0,0.10900000000000001
Latvia,2015,female,75+ years,22.0,134138.0,0.164
Latvia,2015,male,15-24 years,24.0,105890.0,0.22699999999999998
Latvia,2015,male,25-34 years,48.0,143639.0,0.33399999999999996
Latvia,2015,male,35-54 years,106.0,262740.0,0.40299999999999997
Latvia,2015,male,5-14 years,1.0,100914.0,0.01
Latvia,2015,male,55-74 years,94.0,190621.0,0.49299999999999994
Latvia,2015,male,75+ years,33.0,51293.0,0.643
Lithuania,2006,female,15-24 years,10.0,236885.0,0.041999999999999996
Lithuania,2006,female,25-34 years,19.0,217069.0,0.088
Lithuania,2006,female,35-54 years,70.0,488597.0,0.14300000000000002
Lithuania,2006,female,5-14 years,1.0,189257.0,0.005
Lithuania,2006,female,55-74 years,59.0,390589.0,0.15100000000000002
Lithuania,2006,female,75+ years,37.0,159540.0,0.232
Lithuania,2006,male,15-24 years,97.0,244528.0,0.397
Lithuania,2006,male,25-34 years,96.0,214726.0,0.447
Lithuania,2006,male,35-54 years,366.0,450132.0,0.8130000000000001
Lithuania,2006,male,5-14 years,5.0,199438.0,0.025
Lithuania,2006,male,55-74 years,238.0,269578.0,0.883
Lithuania,2006,male,75+ years,51.0,65428.0,0.7789999999999999
Lithuania,2007,female,15-24 years,10.0,236177.0,0.041999999999999996
Lithuania,2007,female,25-34 years,17.0,212154.0,0.08
Lithuania,2007,female,35-54 years,60.0,485943.0,0.12300000000000001
Lithuania,2007,female,5-14 years,4.0,177982.0,0.022
Lithuania,2007,female,55-74 years,46.0,387684.0,0.11900000000000001
Lithuania,2007,female,75+ years,40.0,164150.0,0.244
Lithuania,2007,male,15-24 years,101.0,243589.0,0.415
Lithuania,2007,male,25-34 years,146.0,210164.0,0.695
Lithuania,2007,male,35-54 years,326.0,447405.0,0.7290000000000001
Lithuania,2007,male,5-14 years,4.0,187735.0,0.020999999999999998
Lithuania,2007,male,55-74 years,220.0,267333.0,0.823
Lithuania,2007,male,75+ years,51.0,67551.0,0.755
Lithuania,2008,female,15-24 years,17.0,234198.0,0.073
Lithuania,2008,female,25-34 years,15.0,208792.0,0.07200000000000001
Lithuania,2008,female,35-54 years,65.0,483453.0,0.134
Lithuania,2008,female,5-14 years,0.0,167804.0,0.0
Lithuania,2008,female,55-74 years,60.0,384300.0,0.156
Lithuania,2008,female,75+ years,36.0,168662.0,0.213
Lithuania,2008,male,15-24 years,114.0,242106.0,0.47100000000000003
Lithuania,2008,male,25-34 years,155.0,207780.0,0.746
Lithuania,2008,male,35-54 years,401.0,444829.0,0.901
Lithuania,2008,male,5-14 years,2.0,177345.0,0.011
Lithuania,2008,male,55-74 years,190.0,264954.0,0.717
Lithuania,2008,male,75+ years,56.0,69533.0,0.805
Lithuania,2009,female,15-24 years,16.0,229147.0,0.06999999999999999
Lithuania,2009,female,25-34 years,15.0,205781.0,0.073
Lithuania,2009,female,35-54 years,65.0,480247.0,0.135
Lithuania,2009,female,5-14 years,2.0,160188.0,0.012
Lithuania,2009,female,55-74 years,48.0,381948.0,0.126
Lithuania,2009,female,75+ years,40.0,172277.0,0.232
Lithuania,2009,male,15-24 years,109.0,237032.0,0.46
Lithuania,2009,male,25-34 years,116.0,205749.0,0.5640000000000001
Lithuania,2009,male,35-54 years,428.0,440281.0,0.972
Lithuania,2009,male,5-14 years,3.0,169250.0,0.018000000000000002
Lithuania,2009,male,55-74 years,239.0,263507.0,0.907
Lithuania,2009,male,75+ years,57.0,71090.0,0.8019999999999999
Lithuania,2010,female,15-24 years,14.0,218961.0,0.064
Lithuania,2010,female,25-34 years,11.0,196906.0,0.056
Lithuania,2010,female,35-54 years,72.0,471491.0,0.153
Lithuania,2010,female,5-14 years,1.0,153084.0,0.007
Lithuania,2010,female,55-74 years,50.0,380465.0,0.131
Lithuania,2010,female,75+ years,41.0,175611.0,0.23299999999999998
Lithuania,2010,male,15-24 years,93.0,227810.0,0.408
Lithuania,2010,male,25-34 years,110.0,198028.0,0.555
Lithuania,2010,male,35-54 years,357.0,430396.0,0.829
Lithuania,2010,male,5-14 years,1.0,161599.0,0.006
Lithuania,2010,male,55-74 years,219.0,262907.0,0.833
Lithuania,2010,male,75+ years,49.0,72479.0,0.6759999999999999
Lithuania,2011,female,15-24 years,10.0,207726.0,0.048
Lithuania,2011,female,25-34 years,17.0,187312.0,0.091
Lithuania,2011,female,35-54 years,67.0,460566.0,0.145
Lithuania,2011,female,5-14 years,1.0,146411.0,0.007
Lithuania,2011,female,55-74 years,68.0,378929.0,0.179
Lithuania,2011,female,75+ years,38.0,179526.0,0.212
Lithuania,2011,male,15-24 years,74.0,217769.0,0.34
Lithuania,2011,male,25-34 years,124.0,189937.0,0.653
Lithuania,2011,male,35-54 years,349.0,420391.0,0.83
Lithuania,2011,male,5-14 years,1.0,154519.0,0.006
Lithuania,2011,male,55-74 years,213.0,262391.0,0.812
Lithuania,2011,male,75+ years,56.0,74328.0,0.753
Lithuania,2012,female,15-24 years,8.0,199629.0,0.04
Lithuania,2012,female,25-34 years,10.0,183799.0,0.054
Lithuania,2012,female,35-54 years,74.0,451819.0,0.164
Lithuania,2012,female,5-14 years,0.0,141261.0,0.0
Lithuania,2012,female,55-74 years,45.0,378541.0,0.11900000000000001
Lithuania,2012,female,75+ years,37.0,183510.0,0.202
Lithuania,2012,male,15-24 years,64.0,209964.0,0.305
Lithuania,2012,male,25-34 years,117.0,187811.0,0.623
Lithuania,2012,male,35-54 years,321.0,413107.0,0.777
Lithuania,2012,male,5-14 years,3.0,149055.0,0.02
Lithuania,2012,male,55-74 years,195.0,263194.0,0.741
Lithuania,2012,male,75+ years,53.0,76080.0,0.6970000000000001
Lithuania,2013,female,15-24 years,17.0,192772.0,0.088
Lithuania,2013,female,25-34 years,22.0,182444.0,0.121
Lithuania,2013,female,35-54 years,75.0,442140.0,0.17
Lithuania,2013,female,5-14 years,3.0,137471.0,0.022
Lithuania,2013,female,55-74 years,41.0,380096.0,0.108
Lithuania,2013,female,75+ years,40.0,186711.0,0.214
Lithuania,2013,male,15-24 years,96.0,203647.0,0.47100000000000003
Lithuania,2013,male,25-34 years,121.0,188010.0,0.644
Lithuania,2013,male,35-54 years,382.0,405191.0,0.9430000000000001
Lithuania,2013,male,5-14 years,2.0,144800.0,0.014
Lithuania,2013,male,55-74 years,223.0,265835.0,0.839
Lithuania,2013,male,75+ years,63.0,77510.0,0.8130000000000001
Lithuania,2014,female,15-24 years,12.0,186406.0,0.064
Lithuania,2014,female,25-34 years,11.0,182183.0,0.060000000000000005
Lithuania,2014,female,35-54 years,43.0,431495.0,0.1
Lithuania,2014,female,5-14 years,3.0,135051.0,0.022
Lithuania,2014,female,55-74 years,47.0,383128.0,0.12300000000000001
Lithuania,2014,female,75+ years,45.0,189437.0,0.23800000000000002
Lithuania,2014,male,15-24 years,88.0,197504.0,0.446
Lithuania,2014,male,25-34 years,94.0,189300.0,0.49700000000000005
Lithuania,2014,male,35-54 years,309.0,396758.0,0.7789999999999999
Lithuania,2014,male,5-14 years,2.0,141934.0,0.014
Lithuania,2014,male,55-74 years,204.0,269618.0,0.757
Lithuania,2014,male,75+ years,72.0,78763.0,0.914
Lithuania,2015,female,15-24 years,10.0,178882.0,0.056
Lithuania,2015,female,25-34 years,17.0,182926.0,0.093
Lithuania,2015,female,35-54 years,46.0,419841.0,0.11
Lithuania,2015,female,5-14 years,3.0,133506.0,0.022
Lithuania,2015,female,55-74 years,55.0,386892.0,0.14200000000000002
Lithuania,2015,female,75+ years,38.0,191358.0,0.199
Lithuania,2015,male,15-24 years,66.0,188903.0,0.34900000000000003
Lithuania,2015,male,25-34 years,101.0,190800.0,0.5289999999999999
Lithuania,2015,male,35-54 years,275.0,387255.0,0.71
Lithuania,2015,male,5-14 years,2.0,140115.0,0.014
Lithuania,2015,male,55-74 years,216.0,273776.0,0.789
Lithuania,2015,male,75+ years,67.0,79672.0,0.841
Lithuania,2016,female,15-24 years,6.0,168917.0,0.036000000000000004
Lithuania,2016,female,25-34 years,8.0,182632.0,0.044
Lithuania,2016,female,35-54 years,41.0,406249.0,0.101
Lithuania,2016,female,5-14 years,0.0,132576.0,0.0
Lithuania,2016,female,55-74 years,45.0,390385.0,0.115
Lithuania,2016,female,75+ years,29.0,193001.0,0.15
Lithuania,2016,male,15-24 years,41.0,177888.0,0.23
Lithuania,2016,male,25-34 years,96.0,191346.0,0.502
Lithuania,2016,male,35-54 years,266.0,376689.0,0.7060000000000001
Lithuania,2016,male,5-14 years,4.0,139278.0,0.029
Lithuania,2016,male,55-74 years,212.0,277763.0,0.763
Lithuania,2016,male,75+ years,78.0,80426.0,0.9700000000000001
Luxembourg,2006,female,15-24 years,0.0,27217.0,0.0
Luxembourg,2006,female,25-34 years,1.0,33421.0,0.030000000000000002
Luxembourg,2006,female,35-54 years,12.0,72885.0,0.165
Luxembourg,2006,female,5-14 years,0.0,28857.0,0.0
Luxembourg,2006,female,55-74 years,4.0,43289.0,0.092
Luxembourg,2006,female,75+ years,1.0,19651.0,0.051
Luxembourg,2006,male,15-24 years,4.0,28509.0,0.13999999999999999
Luxembourg,2006,male,25-34 years,3.0,33484.0,0.09000000000000001
Luxembourg,2006,male,35-54 years,22.0,75006.0,0.29300000000000004
Luxembourg,2006,male,5-14 years,0.0,30210.0,0.0
Luxembourg,2006,male,55-74 years,10.0,41414.0,0.241
Luxembourg,2006,male,75+ years,8.0,10878.0,0.735
Luxembourg,2007,female,15-24 years,2.0,27674.0,0.07200000000000001
Luxembourg,2007,female,25-34 years,2.0,33942.0,0.059
Luxembourg,2007,female,35-54 years,9.0,74214.0,0.121
Luxembourg,2007,female,5-14 years,0.0,29088.0,0.0
Luxembourg,2007,female,55-74 years,10.0,43834.0,0.228
Luxembourg,2007,female,75+ years,2.0,20040.0,0.1
Luxembourg,2007,male,15-24 years,2.0,28964.0,0.06899999999999999
Luxembourg,2007,male,25-34 years,9.0,33901.0,0.265
Luxembourg,2007,male,35-54 years,25.0,76346.0,0.32699999999999996
Luxembourg,2007,male,5-14 years,0.0,30469.0,0.0
Luxembourg,2007,male,55-74 years,14.0,42200.0,0.332
Luxembourg,2007,male,75+ years,3.0,11340.0,0.265
Luxembourg,2008,female,15-24 years,0.0,28190.0,0.0
Luxembourg,2008,female,25-34 years,1.0,34796.0,0.029
Luxembourg,2008,female,35-54 years,3.0,75463.0,0.04
Luxembourg,2008,female,5-14 years,0.0,29210.0,0.0
Luxembourg,2008,female,55-74 years,3.0,44697.0,0.067
Luxembourg,2008,female,75+ years,1.0,20350.0,0.049
Luxembourg,2008,male,15-24 years,0.0,29576.0,0.0
Luxembourg,2008,male,25-34 years,4.0,34724.0,0.115
Luxembourg,2008,male,35-54 years,20.0,77730.0,0.257
Luxembourg,2008,male,5-14 years,0.0,30711.0,0.0
Luxembourg,2008,male,55-74 years,6.0,43218.0,0.13899999999999998
Luxembourg,2008,male,75+ years,5.0,11706.0,0.42700000000000005
Luxembourg,2009,female,15-24 years,0.0,28821.0,0.0
Luxembourg,2009,female,25-34 years,1.0,35557.0,0.028
Luxembourg,2009,female,35-54 years,7.0,76687.0,0.091
Luxembourg,2009,female,5-14 years,0.0,29292.0,0.0
Luxembourg,2009,female,55-74 years,3.0,45716.0,0.066
Luxembourg,2009,female,75+ years,1.0,20687.0,0.048
Luxembourg,2009,male,15-24 years,1.0,30148.0,0.033
Luxembourg,2009,male,25-34 years,6.0,35713.0,0.16799999999999998
Luxembourg,2009,male,35-54 years,16.0,79077.0,0.202
Luxembourg,2009,male,5-14 years,0.0,30979.0,0.0
Luxembourg,2009,male,55-74 years,10.0,44418.0,0.225
Luxembourg,2009,male,75+ years,3.0,12114.0,0.248
Luxembourg,2010,female,15-24 years,0.0,29539.0,0.0
Luxembourg,2010,female,25-34 years,2.0,36069.0,0.055
Luxembourg,2010,female,35-54 years,5.0,77946.0,0.064
Luxembourg,2010,female,5-14 years,0.0,29384.0,0.0
Luxembourg,2010,female,55-74 years,3.0,46835.0,0.064
Luxembourg,2010,female,75+ years,1.0,21038.0,0.048
Luxembourg,2010,male,15-24 years,3.0,30768.0,0.098
Luxembourg,2010,male,25-34 years,3.0,36519.0,0.082
Luxembourg,2010,male,35-54 years,24.0,80477.0,0.298
Luxembourg,2010,male,5-14 years,1.0,31209.0,0.032
Luxembourg,2010,male,55-74 years,5.0,45726.0,0.10900000000000001
Luxembourg,2010,male,75+ years,7.0,12469.0,0.5609999999999999
Luxembourg,2011,female,15-24 years,3.0,30482.0,0.098
Luxembourg,2011,female,25-34 years,1.0,37231.0,0.027
Luxembourg,2011,female,35-54 years,6.0,79200.0,0.076
Luxembourg,2011,female,5-14 years,0.0,29358.0,0.0
Luxembourg,2011,female,55-74 years,3.0,48023.0,0.062
Luxembourg,2011,female,75+ years,5.0,21428.0,0.23299999999999998
Luxembourg,2011,male,15-24 years,2.0,31906.0,0.063
Luxembourg,2011,male,25-34 years,4.0,37499.0,0.107
Luxembourg,2011,male,35-54 years,20.0,82530.0,0.242
Luxembourg,2011,male,5-14 years,0.0,31212.0,0.0
Luxembourg,2011,male,55-74 years,7.0,47058.0,0.149
Luxembourg,2011,male,75+ years,4.0,12991.0,0.308
Luxembourg,2012,female,15-24 years,1.0,31459.0,0.032
Luxembourg,2012,female,25-34 years,1.0,38629.0,0.026
Luxembourg,2012,female,35-54 years,5.0,80598.0,0.062
Luxembourg,2012,female,5-14 years,0.0,29466.0,0.0
Luxembourg,2012,female,55-74 years,3.0,49311.0,0.061
Luxembourg,2012,female,75+ years,2.0,21770.0,0.092
Luxembourg,2012,male,15-24 years,5.0,33062.0,0.15100000000000002
Luxembourg,2012,male,25-34 years,4.0,38866.0,0.103
Luxembourg,2012,male,35-54 years,13.0,84570.0,0.154
Luxembourg,2012,male,5-14 years,0.0,31226.0,0.0
Luxembourg,2012,male,55-74 years,10.0,48506.0,0.206
Luxembourg,2012,male,75+ years,7.0,13581.0,0.515
Luxembourg,2013,female,15-24 years,0.0,32027.0,0.0
Luxembourg,2013,female,25-34 years,2.0,39688.0,0.05
Luxembourg,2013,female,35-54 years,4.0,82301.0,0.049
Luxembourg,2013,female,5-14 years,0.0,29800.0,0.0
Luxembourg,2013,female,55-74 years,8.0,50752.0,0.158
Luxembourg,2013,female,75+ years,2.0,22111.0,0.09000000000000001
Luxembourg,2013,male,15-24 years,2.0,33718.0,0.059
Luxembourg,2013,male,25-34 years,0.0,40174.0,0.0
Luxembourg,2013,male,35-54 years,10.0,86356.0,0.116
Luxembourg,2013,male,5-14 years,0.0,31425.0,0.0
Luxembourg,2013,male,55-74 years,9.0,50291.0,0.179
Luxembourg,2013,male,75+ years,3.0,14046.0,0.214
Luxembourg,2014,female,15-24 years,2.0,32510.0,0.062
Luxembourg,2014,female,25-34 years,2.0,40862.0,0.049
Luxembourg,2014,female,35-54 years,3.0,84147.0,0.036000000000000004
Luxembourg,2014,female,5-14 years,0.0,30054.0,0.0
Luxembourg,2014,female,55-74 years,5.0,52260.0,0.096
Luxembourg,2014,female,75+ years,3.0,22669.0,0.132
Luxembourg,2014,male,15-24 years,2.0,34219.0,0.058
Luxembourg,2014,male,25-34 years,7.0,41442.0,0.16899999999999998
Luxembourg,2014,male,35-54 years,20.0,88218.0,0.22699999999999998
Luxembourg,2014,male,5-14 years,1.0,31718.0,0.032
Luxembourg,2014,male,55-74 years,18.0,52295.0,0.34400000000000003
Luxembourg,2014,male,75+ years,4.0,14546.0,0.275
Luxembourg,2015,female,15-24 years,1.0,33170.0,0.030000000000000002
Luxembourg,2015,female,25-34 years,0.0,42000.0,0.0
Luxembourg,2015,female,35-54 years,6.0,85928.0,0.06999999999999999
Luxembourg,2015,female,5-14 years,1.0,30367.0,0.033
Luxembourg,2015,female,55-74 years,9.0,53878.0,0.16699999999999998
Luxembourg,2015,female,75+ years,2.0,23189.0,0.08600000000000001
Luxembourg,2015,male,15-24 years,4.0,34757.0,0.115
Luxembourg,2015,male,25-34 years,4.0,42930.0,0.093
Luxembourg,2015,male,35-54 years,17.0,90095.0,0.189
Luxembourg,2015,male,5-14 years,0.0,32098.0,0.0
Luxembourg,2015,male,55-74 years,16.0,54325.0,0.29500000000000004
Luxembourg,2015,male,75+ years,4.0,15011.0,0.266
Maldives,2007,female,15-24 years,1.0,39138.0,0.026
Maldives,2007,female,25-34 years,1.0,26539.0,0.038
Maldives,2007,female,35-54 years,0.0,30921.0,0.0
Maldives,2007,female,5-14 years,0.0,31970.0,0.0
Maldives,2007,female,55-74 years,0.0,10963.0,0.0
Maldives,2007,female,75+ years,0.0,1654.0,0.0
Maldives,2007,male,15-24 years,1.0,48015.0,0.020999999999999998
Maldives,2007,male,25-34 years,2.0,33612.0,0.060000000000000005
Maldives,2007,male,35-54 years,0.0,34278.0,0.0
Maldives,2007,male,5-14 years,0.0,33952.0,0.0
Maldives,2007,male,55-74 years,0.0,12063.0,0.0
Maldives,2007,male,75+ years,0.0,2431.0,0.0
Maldives,2008,female,15-24 years,0.0,39416.0,0.0
Maldives,2008,female,25-34 years,0.0,28020.0,0.0
Maldives,2008,female,35-54 years,0.0,32315.0,0.0
Maldives,2008,female,5-14 years,0.0,30881.0,0.0
Maldives,2008,female,55-74 years,0.0,11260.0,0.0
Maldives,2008,female,75+ years,0.0,1805.0,0.0
Maldives,2008,male,15-24 years,0.0,49380.0,0.0
Maldives,2008,male,25-34 years,0.0,36778.0,0.0
Maldives,2008,male,35-54 years,0.0,36569.0,0.0
Maldives,2008,male,5-14 years,0.0,32676.0,0.0
Maldives,2008,male,55-74 years,0.0,12185.0,0.0
Maldives,2008,male,75+ years,0.0,2639.0,0.0
Maldives,2010,female,15-24 years,0.0,39026.0,0.0
Maldives,2010,female,25-34 years,0.0,31331.0,0.0
Maldives,2010,female,35-54 years,0.0,35077.0,0.0
Maldives,2010,female,5-14 years,0.0,29203.0,0.0
Maldives,2010,female,55-74 years,0.0,12087.0,0.0
Maldives,2010,female,75+ years,0.0,2155.0,0.0
Maldives,2010,male,15-24 years,1.0,50279.0,0.02
Maldives,2010,male,25-34 years,0.0,44119.0,0.0
Maldives,2010,male,35-54 years,0.0,41732.0,0.0
Maldives,2010,male,5-14 years,0.0,30688.0,0.0
Maldives,2010,male,55-74 years,0.0,12814.0,0.0
Maldives,2010,male,75+ years,0.0,3048.0,0.0
Maldives,2011,female,15-24 years,0.0,38483.0,0.0
Maldives,2011,female,25-34 years,0.0,33114.0,0.0
Maldives,2011,female,35-54 years,0.0,36341.0,0.0
Maldives,2011,female,5-14 years,0.0,28689.0,0.0
Maldives,2011,female,55-74 years,0.0,12507.0,0.0
Maldives,2011,female,75+ years,0.0,2370.0,0.0
Maldives,2011,male,15-24 years,0.0,50597.0,0.0
Maldives,2011,male,25-34 years,1.0,48207.0,0.020999999999999998
Maldives,2011,male,35-54 years,0.0,44123.0,0.0
Maldives,2011,male,5-14 years,1.0,30136.0,0.033
Maldives,2011,male,55-74 years,0.0,13188.0,0.0
Maldives,2011,male,75+ years,0.0,3263.0,0.0
Mauritius,2006,female,15-24 years,9.0,94140.0,0.096
Mauritius,2006,female,25-34 years,5.0,101903.0,0.049
Mauritius,2006,female,35-54 years,8.0,178302.0,0.045000000000000005
Mauritius,2006,female,5-14 years,1.0,97629.0,0.01
Mauritius,2006,female,55-74 years,3.0,78655.0,0.038
Mauritius,2006,female,75+ years,3.0,19672.0,0.153
Mauritius,2006,male,15-24 years,17.0,96530.0,0.176
Mauritius,2006,male,25-34 years,19.0,100827.0,0.188
Mauritius,2006,male,35-54 years,37.0,178169.0,0.208
Mauritius,2006,male,5-14 years,0.0,100406.0,0.0
Mauritius,2006,male,55-74 years,10.0,67670.0,0.148
Mauritius,2006,male,75+ years,6.0,11398.0,0.526
Mauritius,2007,female,15-24 years,11.0,94225.0,0.11699999999999999
Mauritius,2007,female,25-34 years,7.0,103004.0,0.068
Mauritius,2007,female,35-54 years,9.0,179726.0,0.05
Mauritius,2007,female,5-14 years,1.0,96189.0,0.01
Mauritius,2007,female,55-74 years,2.0,82534.0,0.024
Mauritius,2007,female,75+ years,0.0,19848.0,0.0
Mauritius,2007,male,15-24 years,16.0,97048.0,0.165
Mauritius,2007,male,25-34 years,30.0,102202.0,0.294
Mauritius,2007,male,35-54 years,38.0,178997.0,0.212
Mauritius,2007,male,5-14 years,0.0,98602.0,0.0
Mauritius,2007,male,55-74 years,9.0,71372.0,0.126
Mauritius,2007,male,75+ years,4.0,11486.0,0.348
Mauritius,2008,female,15-24 years,2.0,95566.0,0.020999999999999998
Mauritius,2008,female,25-34 years,3.0,104061.0,0.029
Mauritius,2008,female,35-54 years,3.0,180104.0,0.017
Mauritius,2008,female,5-14 years,1.0,94783.0,0.011
Mauritius,2008,female,55-74 years,3.0,86641.0,0.034999999999999996
Mauritius,2008,female,75+ years,0.0,20317.0,0.0
Mauritius,2008,male,15-24 years,11.0,98207.0,0.112
Mauritius,2008,male,25-34 years,21.0,103266.0,0.203
Mauritius,2008,male,35-54 years,23.0,178971.0,0.129
Mauritius,2008,male,5-14 years,0.0,97260.0,0.0
Mauritius,2008,male,55-74 years,17.0,75302.0,0.22599999999999998
Mauritius,2008,male,75+ years,0.0,11780.0,0.0
Mauritius,2009,female,15-24 years,7.0,97984.0,0.07100000000000001
Mauritius,2009,female,25-34 years,5.0,98003.0,0.051
Mauritius,2009,female,35-54 years,3.0,178594.0,0.017
Mauritius,2009,female,5-14 years,3.0,96125.0,0.031
Mauritius,2009,female,55-74 years,4.0,93824.0,0.043000000000000003
Mauritius,2009,female,75+ years,1.0,21454.0,0.047
Mauritius,2009,male,15-24 years,16.0,99793.0,0.16
Mauritius,2009,male,25-34 years,20.0,99119.0,0.202
Mauritius,2009,male,35-54 years,46.0,179965.0,0.256
Mauritius,2009,male,5-14 years,1.0,99208.0,0.01
Mauritius,2009,male,55-74 years,8.0,82341.0,0.097
Mauritius,2009,male,75+ years,1.0,13141.0,0.076
Mauritius,2010,female,15-24 years,2.0,98088.0,0.02
Mauritius,2010,female,25-34 years,9.0,102078.0,0.088
Mauritius,2010,female,35-54 years,8.0,184083.0,0.043000000000000003
Mauritius,2010,female,5-14 years,0.0,92051.0,0.0
Mauritius,2010,female,55-74 years,3.0,93848.0,0.032
Mauritius,2010,female,75+ years,0.0,21469.0,0.0
Mauritius,2010,male,15-24 years,15.0,100282.0,0.15
Mauritius,2010,male,25-34 years,18.0,102081.0,0.176
Mauritius,2010,male,35-54 years,28.0,181881.0,0.154
Mauritius,2010,male,5-14 years,0.0,94862.0,0.0
Mauritius,2010,male,55-74 years,11.0,81700.0,0.135
Mauritius,2010,male,75+ years,4.0,12508.0,0.32
Mauritius,2011,female,15-24 years,10.0,99022.0,0.101
Mauritius,2011,female,25-34 years,5.0,100904.0,0.05
Mauritius,2011,female,35-54 years,4.0,185299.0,0.022
Mauritius,2011,female,5-14 years,1.0,90807.0,0.011
Mauritius,2011,female,55-74 years,3.0,98036.0,0.031
Mauritius,2011,female,75+ years,0.0,22119.0,0.0
Mauritius,2011,male,15-24 years,13.0,101183.0,0.128
Mauritius,2011,male,25-34 years,28.0,101278.0,0.27599999999999997
Mauritius,2011,male,35-54 years,40.0,182167.0,0.22
Mauritius,2011,male,5-14 years,0.0,93940.0,0.0
Mauritius,2011,male,55-74 years,11.0,85760.0,0.128
Mauritius,2011,male,75+ years,3.0,12837.0,0.23399999999999999
Mauritius,2012,female,15-24 years,10.0,99697.0,0.1
Mauritius,2012,female,25-34 years,6.0,99373.0,0.060000000000000005
Mauritius,2012,female,35-54 years,5.0,186881.0,0.027
Mauritius,2012,female,5-14 years,2.0,89061.0,0.022
Mauritius,2012,female,55-74 years,2.0,102269.0,0.02
Mauritius,2012,female,75+ years,1.0,22801.0,0.044
Mauritius,2012,male,15-24 years,9.0,101864.0,0.088
Mauritius,2012,male,25-34 years,26.0,99664.0,0.261
Mauritius,2012,male,35-54 years,37.0,183077.0,0.202
Mauritius,2012,male,5-14 years,1.0,92585.0,0.011
Mauritius,2012,male,55-74 years,14.0,90063.0,0.155
Mauritius,2012,male,75+ years,2.0,13212.0,0.15100000000000002
Mauritius,2013,female,15-24 years,8.0,94321.0,0.085
Mauritius,2013,female,25-34 years,1.0,89909.0,0.011
Mauritius,2013,female,35-54 years,3.0,176180.0,0.017
Mauritius,2013,female,5-14 years,2.0,87604.0,0.023
Mauritius,2013,female,55-74 years,1.0,107634.0,0.009000000000000001
Mauritius,2013,female,75+ years,0.0,24625.0,0.0
Mauritius,2013,male,15-24 years,17.0,96237.0,0.177
Mauritius,2013,male,25-34 years,19.0,91452.0,0.208
Mauritius,2013,male,35-54 years,33.0,178200.0,0.185
Mauritius,2013,male,5-14 years,0.0,90906.0,0.0
Mauritius,2013,male,55-74 years,12.0,95695.0,0.125
Mauritius,2013,male,75+ years,2.0,14627.0,0.13699999999999998
Mauritius,2014,female,15-24 years,3.0,94217.0,0.032
Mauritius,2014,female,25-34 years,7.0,88430.0,0.079
Mauritius,2014,female,35-54 years,7.0,176494.0,0.04
Mauritius,2014,female,5-14 years,3.0,85980.0,0.034999999999999996
Mauritius,2014,female,55-74 years,2.0,112152.0,0.018000000000000002
Mauritius,2014,female,75+ years,2.0,25080.0,0.08
Mauritius,2014,male,15-24 years,24.0,96346.0,0.24899999999999997
Mauritius,2014,male,25-34 years,24.0,90004.0,0.26699999999999996
Mauritius,2014,male,35-54 years,41.0,179164.0,0.229
Mauritius,2014,male,5-14 years,0.0,88814.0,0.0
Mauritius,2014,male,55-74 years,6.0,99760.0,0.060000000000000005
Mauritius,2014,male,75+ years,1.0,14983.0,0.067
Mauritius,2015,female,15-24 years,7.0,94082.0,0.074
Mauritius,2015,female,25-34 years,10.0,86613.0,0.115
Mauritius,2015,female,35-54 years,5.0,177447.0,0.028
Mauritius,2015,female,5-14 years,0.0,83838.0,0.0
Mauritius,2015,female,55-74 years,4.0,116373.0,0.034
Mauritius,2015,female,75+ years,0.0,25820.0,0.0
Mauritius,2015,male,15-24 years,14.0,96489.0,0.145
Mauritius,2015,male,25-34 years,16.0,88362.0,0.18100000000000002
Mauritius,2015,male,35-54 years,37.0,180202.0,0.205
Mauritius,2015,male,5-14 years,0.0,86385.0,0.0
Mauritius,2015,male,55-74 years,9.0,103727.0,0.087
